L0 Component,L0 Component  Business Unit Alignment,L1 Component,L1 Component Description,L2 Capability  Component,L2 Capability  Component Description
Reporting & Data Platforms,Business Operations,Customer Inventory Mgmt,"Create, update, and manage customer inventory records and access.",Inventory Creation,Create and register customer inventory records.
Reporting & Data Platforms,Business Operations,Customer Inventory Mgmt,"Create, update, and manage customer inventory records and access.",Inventory Modification,Update and modify existing customer inventory records.
Reporting & Data Platforms,Business Operations,Customer Inventory Mgmt,"Create, update, and manage customer inventory records and access.",Inventory Access,Provide access to view and manage inventory records.
Reporting & Data Platforms,Business Operations,Status Mgmt,"Track, report, and manage service or customer status across profiles and logs.",Status Leader/Management,Management level 2 and above that touch all parts of the L1 capability
Reporting & Data Platforms,Business Operations,Status Mgmt,"Track, report, and manage service or customer status across profiles and logs.",Status View,Display customer or service status in real time.
Reporting & Data Platforms,Business Operations,Status Mgmt,"Track, report, and manage service or customer status across profiles and logs.",Status Persona Profile Mgmt,Manage persona-specific profiles for status reporting.
Reporting & Data Platforms,Business Operations,Status Mgmt,"Track, report, and manage service or customer status across profiles and logs.",Status Subscriptions,Allow users to subscribe to status updates.
Reporting & Data Platforms,Business Operations,Status Mgmt,"Track, report, and manage service or customer status across profiles and logs.",Status Actions,Enable actions based on service or customer status.
Reporting & Data Platforms,Business Operations,Status Mgmt,"Track, report, and manage service or customer status across profiles and logs.",Status Search,Search for customer or service status across systems.
Reporting & Data Platforms,Business Operations,Status Mgmt,"Track, report, and manage service or customer status across profiles and logs.",Status Reporting,Generate reports based on status information.
Reporting & Data Platforms,Business Operations,Status Mgmt,"Track, report, and manage service or customer status across profiles and logs.",Status Derivation,Derive status from related data sources and inputs.
Reporting & Data Platforms,Business Operations,Status Mgmt,"Track, report, and manage service or customer status across profiles and logs.",Status Logs & History,Maintain logs and history of status changes.
Reporting & Data Platforms,Business Operations,Service Performance Mgmt,"Monitor, analyze, report, and plan for service performance.",Service Performance Leader/Management,Management level 2 and above that touch all parts of the L1 capability
Reporting & Data Platforms,Business Operations,Service Performance Mgmt,"Monitor, analyze, report, and plan for service performance.",Service Performance Monitoring,Monitor service performance metrics continuously.
Reporting & Data Platforms,Business Operations,Service Performance Mgmt,"Monitor, analyze, report, and plan for service performance.",Service Performance Analysis,Analyze service performance data for issues and trends.
Reporting & Data Platforms,Business Operations,Service Performance Mgmt,"Monitor, analyze, report, and plan for service performance.",Reporting and Analytics Operations Performance Reporting,Report service performance to stakeholders.
Reporting & Data Platforms,Business Operations,Service Performance Mgmt,"Monitor, analyze, report, and plan for service performance.",Service Performance Planning,Plan improvements based on service performance insights.
Reporting & Data Platforms,Business Commercialization,Commercial Insights & Analytics,"Generate market, customer, and campaign insights to support growth and GTM.",Commercial Insights & Analytics Leader/Management,Management level 2 and above that touch all parts of the L1 capability
Reporting & Data Platforms,Business Commercialization,Commercial Insights & Analytics,"Generate market, customer, and campaign insights to support growth and GTM.",Market & Usage Data Collection,Collect and manage market and usage data for analysis.
Reporting & Data Platforms,Business Commercialization,Commercial Insights & Analytics,"Generate market, customer, and campaign insights to support growth and GTM.",Customer & Segment Insights,Generate insights into customer segments and behaviors.
Reporting & Data Platforms,Business Commercialization,Commercial Insights & Analytics,"Generate market, customer, and campaign insights to support growth and GTM.",Offer & Pricing Effectiveness Insights (Pre-launch),Analyze offer and pricing effectiveness before launch.
Reporting & Data Platforms,Business Commercialization,Commercial Insights & Analytics,"Generate market, customer, and campaign insights to support growth and GTM.",Promotion & Campaign Impact Analytics,Measure and analyze the impact of promotions and campaigns.
Reporting & Data Platforms,Business Commercialization,Commercial Insights & Analytics,"Generate market, customer, and campaign insights to support growth and GTM.",Growth & Retention Oppty. Identification,Identify opportunities for customer growth and retention.
Reporting & Data Platforms,Business Commercialization,Commercial Insights & Analytics,"Generate market, customer, and campaign insights to support growth and GTM.",Insights Integration into GTM,Integrate insights into go-to-market strategies.
Reporting & Data Platforms,Business Commercialization,Commercial Insights & Analytics,"Generate market, customer, and campaign insights to support growth and GTM.",Data Science & Advanced Analytics,"Apply data science and advanced analytics to generate predictive, prescriptive, and casual insights that inform business strategy & commercialization"
Reporting & Data Platforms,Business Commercialization,Commercial Insights & Analytics,"Generate market, customer, and campaign insights to support growth and GTM.",Experiential Design & Engagement,Create and enhance customer experiences through immersive design and engagement strategies
Reporting & Data Platforms,All Bus,Enterprise Reporting & Analytics,"Generate, manage, and govern business reporting and analytics across data, finance, compliance, IT, and HR domains",Enterprise Reporting  & Analytics Leader / Mgmt,Management level 2 and above that touch all parts of the L1 capability
Reporting & Data Platforms,All Bus,Enterprise Reporting & Analytics,"Generate, manage, and govern business reporting and analytics across data, finance, compliance, IT, and HR domains",Reporting and Analytics Data Management,"Manage data collection, storage, and preparation for reporting"
Reporting & Data Platforms,All Bus,Enterprise Reporting & Analytics,"Generate, manage, and govern business reporting and analytics across data, finance, compliance, IT, and HR domains",Reporting and Analytics Financial Reporting,"Create and manage financial statements, forecasts, and analysis"
Reporting & Data Platforms,All Bus,Enterprise Reporting & Analytics,"Generate, manage, and govern business reporting and analytics across data, finance, compliance, IT, and HR domains",Reporting and Analytics Compliance & Risk Reporting,"Monitor and report on compliance, risk, and regulatory adherence"
Reporting & Data Platforms,All Bus,Enterprise Reporting & Analytics,"Generate, manage, and govern business reporting and analytics across data, finance, compliance, IT, and HR domains",Reporting and Analytics IT & Systems,"Track IT performance, uptime, usage, and system health"
Reporting & Data Platforms,All Bus,Enterprise Reporting & Analytics,"Generate, manage, and govern business reporting and analytics across data, finance, compliance, IT, and HR domains",Reporting and Analytics Payroll & HR,"Report on workforce, payroll, benefits, and HR metrics"
Reporting & Data Platforms,All Bus,"Sensitive Data Management, Reporting, & Analytics","Manage secure collection, reporting, and analysis of sensitive and regulated data","Sensitive Data Management, Reporting & Analytics Leader / Mgmt",Management level 2 and above that touch all parts of the L1 capability
Reporting & Data Platforms,All Bus,"Sensitive Data Management, Reporting, & Analytics","Manage secure collection, reporting, and analysis of sensitive and regulated data","Sensitive Data Management, Reporting & Analytics","Manage secure data collection, reporting, and analytics for sensitive or regulated information"
Commercialization,Business Commercialization,Sales Planning,"Plan sales activities, demand forecasts, and budgeting to guide revenue growth.",Sales Planning Leader/Management,Management level 2 and above that touch all parts of the L1 capability
Commercialization,Business Commercialization,Sales Planning,"Plan sales activities, demand forecasts, and budgeting to guide revenue growth.",Budgeting & Forecasting,Plan sales budgets and forecast future performance.
Commercialization,Business Commercialization,Sales Planning,"Plan sales activities, demand forecasts, and budgeting to guide revenue growth.",Demand Forecasting,Predict customer demand to align sales capacity and planning.
Commercialization,Business Commercialization,Distribution / Channel Strategy,"Define, onboard, and manage partner and channel strategies for market coverage.",Distribution / Channel Strategy Leader/Management,Management level 2 and above that touch all parts of the L1 capability
Commercialization,Business Commercialization,Distribution / Channel Strategy,"Define, onboard, and manage partner and channel strategies for market coverage.",Channel Segmentation & Strategy,Define strategies based on channel segmentation.
Commercialization,Business Commercialization,Distribution / Channel Strategy,"Define, onboard, and manage partner and channel strategies for market coverage.",Partner Onboarding and Enablement,Onboard new partners and provide enablement resources.
Commercialization,Business Commercialization,Distribution / Channel Strategy,"Define, onboard, and manage partner and channel strategies for market coverage.",Partner Accreditation & Training,Certify and train partners for channel readiness.
Commercialization,Business Commercialization,Distribution / Channel Strategy,"Define, onboard, and manage partner and channel strategies for market coverage.",Channel Engagement & Incentives,Engage partners with incentives and engagement programs.
Commercialization,Business Commercialization,Distribution / Channel Strategy,"Define, onboard, and manage partner and channel strategies for market coverage.",Channel Performance Monitoring,Track and report on channel and partner performance.
Commercialization,Business Commercialization,Distribution / Channel Strategy,"Define, onboard, and manage partner and channel strategies for market coverage.",Partner Deactivation / Termination,Manage termination and deactivation of channel partners.
Commercialization,Business Commercialization,Distribution / Channel Strategy,"Define, onboard, and manage partner and channel strategies for market coverage.",Channel Compliance & Governance,Enforce compliance and governance standards across channels.
Commercialization,Business Commercialization,Distribution / Channel Strategy,"Define, onboard, and manage partner and channel strategies for market coverage.",Channel ROI & Optimization,Measure ROI and optimize channel strategies and spend.
Commercialization,Business Commercialization,Distribution / Channel Strategy,"Define, onboard, and manage partner and channel strategies for market coverage.",Compliance & Regulatory Alignment,Ensure channels comply with industry regulations and policies.
Commercialization,Business Commercialization,Wholesale Strategy,"Develop and manage wholesale offerings, pricing, access, and partner engagement.",Wholesale Strategy Leader/Management,Management level 2 and above that touch all parts of the L1 capability
Commercialization,Business Commercialization,Wholesale Strategy,"Develop and manage wholesale offerings, pricing, access, and partner engagement.",Wholesale Offer & Portfolio Strategy,Define and manage wholesale product and offer portfolio.
Commercialization,Business Commercialization,Wholesale Strategy,"Develop and manage wholesale offerings, pricing, access, and partner engagement.",Pricing & Margin Management,Set wholesale pricing models and manage margins.
Commercialization,Business Commercialization,Wholesale Strategy,"Develop and manage wholesale offerings, pricing, access, and partner engagement.",Interconnect & Access Strategy,Plan carrier interconnects and access sourcing strategies.
Commercialization,Business Commercialization,Wholesale Strategy,"Develop and manage wholesale offerings, pricing, access, and partner engagement.",Partner/Carrier Engagement Model,Define engagement approaches with wholesale carriers and partners.
Commercialization,Business Commercialization,Wholesale Strategy,"Develop and manage wholesale offerings, pricing, access, and partner engagement.",Compliance & Regulatory Alignment,Align wholesale operations with telecom regulations.
Commercialization,Business Commercialization,Compensation,"Plan, define, calculate, and reconcile seller and partner compensation.",Compensation Leader/Management,Management level 2 and above that touch all parts of the L1 capability
Commercialization,Business Commercialization,Compensation,"Plan, define, calculate, and reconcile seller and partner compensation.",Compensation Planning & Design,Plan and design compensation structures and models.
Commercialization,Business Commercialization,Compensation,"Plan, define, calculate, and reconcile seller and partner compensation.",Compensation Definition & Build,Define and build detailed compensation programs.
Commercialization,Business Commercialization,Compensation,"Plan, define, calculate, and reconcile seller and partner compensation.",Compensation Credit & Data Submission,Submit and manage compensation credits and supporting data.
Commercialization,Business Commercialization,Compensation,"Plan, define, calculate, and reconcile seller and partner compensation.",Compensation Calculation & Payment,Calculate compensation and process timely payments.
Commercialization,Business Commercialization,Compensation,"Plan, define, calculate, and reconcile seller and partner compensation.",Compensation Governance & Dispute Resolution,Govern compensation processes and resolve disputes.
Commercialization,Business Commercialization,Compensation,"Plan, define, calculate, and reconcile seller and partner compensation.",Compensation Reconciliation,Reconcile compensation records with payments and credits.
Commercialization,Business Commercialization,Compensation,"Plan, define, calculate, and reconcile seller and partner compensation.",Strategic Incentive Alignment,Align compensation incentives with business strategy.
Commercialization,Business Commercialization,Partner & Channel Mgmt,"Manage partner readiness, enablement, governance, and SLA monitoring.",Partner & Channel Leader/Management,Management level 2 and above that touch all parts of the L1 capability
Commercialization,Business Commercialization,Partner & Channel Mgmt,"Manage partner readiness, enablement, governance, and SLA monitoring.",Partner Accreditation Criteria & Training Readiness,Define partner accreditation criteria and training requirements.
Commercialization,Business Commercialization,Partner & Channel Mgmt,"Manage partner readiness, enablement, governance, and SLA monitoring.",Channel Scripting & Guidance,Provide scripting and guidance to support channel activities.
Commercialization,Business Commercialization,Partner & Channel Mgmt,"Manage partner readiness, enablement, governance, and SLA monitoring.",Channel Knowledge Base & Script Readiness,Maintain a knowledge base and scripts for partner use.
Commercialization,Business Commercialization,Partner & Channel Mgmt,"Manage partner readiness, enablement, governance, and SLA monitoring.",Partner SLA Templates & Monitoring Setup,Define SLA templates and establish partner monitoring.
Commercialization,Business Commercialization,Partner & Channel Mgmt,"Manage partner readiness, enablement, governance, and SLA monitoring.",Public Sector Partner Mgmt,Manage and govern relationships with public sector partners.
Commercialization,Business Commercialization,Forecasting,"Forecast sales demand, revenue, and alignment with business plans.",Forecasting Leader/Management,Management level 2 and above that touch all parts of the L1 capability
Commercialization,Business Commercialization,Forecasting,"Forecast sales demand, revenue, and alignment with business plans.",Sales Demand Forecasting,Forecast sales demand across products and markets.
Commercialization,Business Commercialization,Forecasting,"Forecast sales demand, revenue, and alignment with business plans.",Revenue Forecasting,Forecast revenues to align with business objectives.
Commercialization,Business Commercialization,Forecasting,"Forecast sales demand, revenue, and alignment with business plans.",Forecast-to-Plan Alignment,Align forecasts with business plans and targets.
Commercialization,Business Commercialization,Knowledge Mgmt,Create and manage knowledge assets to support sellers and partners.,Knowledge Leader/Management,Management level 2 and above that touch all parts of the L1 capability
Commercialization,Business Commercialization,Knowledge Mgmt,Create and manage knowledge assets to support sellers and partners.,Knowledge Authoring,Create and manage knowledge assets for sellers and partners.
Vendor Management,All BUs,Vendor Strategy & Governance,"Defining vendor strategy, sourcing, onboarding, contracts, and compliance.",Vendor Strategy & Governance Leader/Management,Management level 2 and above that touch all parts of the L1 capability
Vendor Management,All BUs,Vendor Strategy & Governance,"Defining vendor strategy, sourcing, onboarding, contracts, and compliance.",Supplier/Vendor Management Ecosystem Strategy ,Classify vendors and define sourcing approaches
Vendor Management,All BUs,Vendor Strategy & Governance,"Defining vendor strategy, sourcing, onboarding, contracts, and compliance.",Vendor Selection & Qualification,Run RFPs and evaluate technical/commercial fit
Vendor Management,All BUs,Vendor Strategy & Governance,"Defining vendor strategy, sourcing, onboarding, contracts, and compliance.",Due Diligence & Onboarding,"Vet vendor stability, compliance, and onboard"
Vendor Management,All BUs,Vendor Strategy & Governance,"Defining vendor strategy, sourcing, onboarding, contracts, and compliance.",Contracting & Commercials,"Set MSAs, SLAs, pricing, and change governance"
Vendor Management,All BUs,Vendor Strategy & Governance,"Defining vendor strategy, sourcing, onboarding, contracts, and compliance.",Compliance & Risk Mgmt,"Monitor regulatory, ethical, and supply-chain risks"
Vendor Management,All BUs,Vendor Performance & Relationship Mgmt,"Managing vendor delivery, spend, SLAs, and strategic partnerships.",Vendor Performance & Relationship Leader/Management,Management level 2 and above that touch all parts of the L1 capability
Vendor Management,All BUs,Vendor Performance & Relationship Mgmt,"Managing vendor delivery, spend, SLAs, and strategic partnerships.",Delivery & Milestone Mgmt,Track delivery commitments and quality metrics
Vendor Management,All BUs,Vendor Performance & Relationship Mgmt,"Managing vendor delivery, spend, SLAs, and strategic partnerships.",Supplier/Vendor Management Supplier Performance Mgmt ,Monitor SLA adherence and enforce remedies
Vendor Management,All BUs,Vendor Performance & Relationship Mgmt,"Managing vendor delivery, spend, SLAs, and strategic partnerships.",Supplier/Vendor Management PR/PO Creation ,Raise and manage purchase requisitions and purchase orders for vendor engagements
Vendor Management,All BUs,Vendor Performance & Relationship Mgmt,"Managing vendor delivery, spend, SLAs, and strategic partnerships.",Supplier/Vendor Management Invoice Receipt & Payment ,"Process vendor invoices and ensure accurate, timely payments"
Vendor Management,All BUs,Vendor Performance & Relationship Mgmt,"Managing vendor delivery, spend, SLAs, and strategic partnerships.",Supplier/Vendor Management Expense Management ,"Track, control, and report vendor-related expenses against budgets"
Vendor Management,All BUs,Vendor Performance & Relationship Mgmt,"Managing vendor delivery, spend, SLAs, and strategic partnerships.",Relationship & Governance Forums,Run QBRs/JBRs and manage escalations
Vendor Management,All BUs,Vendor Performance & Relationship Mgmt,"Managing vendor delivery, spend, SLAs, and strategic partnerships.",Innovation & Co-Development,Drive joint pilots and roadmap alignment
Vendor Management,All BUs,Vendor Lifecycle & Exit,"Overseeing certification, tooling vendors, renewals, and transitions.",Vendor Lifecycle & Exit Leader/Management,Management level 2 and above that touch all parts of the L1 capability
Vendor Management,All BUs,Vendor Lifecycle & Exit,"Overseeing certification, tooling vendors, renewals, and transitions.",Certification & Interoperability Mgmt,Certify standards compliance and interoperability
Vendor Management,All BUs,Vendor Lifecycle & Exit,"Overseeing certification, tooling vendors, renewals, and transitions.",Tooling & Technology Vendor Mgmt,Govern OSS/BSS and critical tooling vendors
Vendor Management,All BUs,Vendor Lifecycle & Exit,"Overseeing certification, tooling vendors, renewals, and transitions.",Renewal & Continuity Planning,Plan renewals to ensure continuity
Vendor Management,All BUs,Vendor Lifecycle & Exit,"Overseeing certification, tooling vendors, renewals, and transitions.",Transition & Exit Mgmt,Manage offboarding and successor transitions
Vendor Management,All BUs,Vendor Lifecycle & Exit,"Overseeing certification, tooling vendors, renewals, and transitions.","Logistics, Spares & Reverse Supply Mgmt","Oversee spares, repairs, and recycling"
Tooling / Tech Support ,All BUs,Tool Adoption & Training,"Drive adoption of tools by providing onboarding, training, and enablement.",Tool Adoption & Training Leader/Management,Management level 2 and above that touch all parts of the L1 capability
Tooling / Tech Support ,All BUs,Tool Adoption & Training,"Drive adoption of tools by providing onboarding, training, and enablement.",Systems/Tooling Training,Provide onboarding and training for business users on tools.
Tooling / Tech Support ,All BUs,Tool Adoption & Training,"Drive adoption of tools by providing onboarding, training, and enablement.",Tool Usage Guides & Playbooks,Create simple guides and playbooks for tool usage.
Tooling / Tech Support ,All BUs,Tool Adoption & Training,"Drive adoption of tools by providing onboarding, training, and enablement.",Systems/Tooling Change Mgmt/Adoption ,Conduct refresher and advanced enablement workshops.
Tooling / Tech Support ,All BUs,Tool Usage & Configuration Support,"Provide support for day-to-day tool usage, configuration, and troubleshooting.",Tool Usage & Configuration Support Leader/Management,Management level 2 and above that touch all parts of the L1 capability
Tooling / Tech Support ,All BUs,Tool Usage & Configuration Support,"Provide support for day-to-day tool usage, configuration, and troubleshooting.",Dashboard & Report Configuration,Help configure dashboards and reports for business needs.
Tooling / Tech Support ,All BUs,Tool Usage & Configuration Support,"Provide support for day-to-day tool usage, configuration, and troubleshooting.",Systems/Tooling Requirement Building,Support workflow and rule adjustments based on business needs.
Tooling / Tech Support ,All BUs,Tool Usage & Configuration Support,"Provide support for day-to-day tool usage, configuration, and troubleshooting.",Systems/Tooling Development,Resolve simple tool usage issues and queries.
Tooling / Tech Support ,All BUs,Tool Access & Governance,"Manage access, permissions, and governance to ensure compliant tool usage.",Tool Access & Governance Leader/Management,Management level 2 and above that touch all parts of the L1 capability
Tooling / Tech Support ,All BUs,Tool Access & Governance,"Manage access, permissions, and governance to ensure compliant tool usage.",Access Provisioning & Deactivation,Manage access requests and timely deactivation of users.
Tooling / Tech Support ,All BUs,Tool Access & Governance,"Manage access, permissions, and governance to ensure compliant tool usage.",Role & Permission Mgmt,Assign and manage user roles and entitlements.
Tooling / Tech Support ,All BUs,Tool Access & Governance,"Manage access, permissions, and governance to ensure compliant tool usage.",Compliance & Audit Readiness,Ensure compliance with governance and audit requirements.
Tooling / Tech Support ,All BUs,Tool Performance & Feedback Mgmt,Capture feedback and monitor performance to improve tool effectiveness.,Tool Performance & Feedback Leader/Management,Management level 2 and above that touch all parts of the L1 capability
Tooling / Tech Support ,All BUs,Tool Performance & Feedback Mgmt,Capture feedback and monitor performance to improve tool effectiveness.,User Feedback Capture,Collect feedback from business users on tool usage.
Tooling / Tech Support ,All BUs,Tool Performance & Feedback Mgmt,Capture feedback and monitor performance to improve tool effectiveness.,Enhancement Request Mgmt,Track and prioritize business-driven enhancement requests.
Tooling / Tech Support ,All BUs,Tool Performance & Feedback Mgmt,Capture feedback and monitor performance to improve tool effectiveness.,Systems/Tooling Support (Post-Release) ,"Monitor adoption, performance, and user satisfaction of tools."
Tooling / Tech Support ,All BUs,Tool Performance & Feedback Mgmt,Capture feedback and monitor performance to improve tool effectiveness.,Systems/Tooling Change Mgmt/Adoption ,Drive adoption of new systems and tools through structured change management practices
Tooling / Tech Support ,All BUs,Tooling Capital & Portfolio Mgmt,"Manage financial planning, prioritization, and portfolio of tooling investments.",Tooling Capital & Portfolio Leader / Management,Management level 2 and above that touch all parts of the L1 capability
Tooling / Tech Support ,All BUs,Tooling Capital & Portfolio Mgmt,"Manage financial planning, prioritization, and portfolio of tooling investments.",Systems/Tooling Capital Planning,Plan capital investments for tooling and technology initiatives.
Tooling / Tech Support ,All BUs,Tooling Capital & Portfolio Mgmt,"Manage financial planning, prioritization, and portfolio of tooling investments.",Systems/Tooling Capital Prioritization,Prioritize capital projects based on business value and urgency.
Tooling / Tech Support ,All BUs,Tooling Capital & Portfolio Mgmt,"Manage financial planning, prioritization, and portfolio of tooling investments.",Systems/Tooling Capital Benefit Modeling,Model expected benefits and ROI for tooling investments.
Tooling / Tech Support ,All BUs,Tooling Capital & Portfolio Mgmt,"Manage financial planning, prioritization, and portfolio of tooling investments.",Systems/Tooling Project Portfolio Management,Manage the overall portfolio of tooling-related projects.
Tooling / Tech Support ,All BUs,Tooling Capital & Portfolio Mgmt,"Manage financial planning, prioritization, and portfolio of tooling investments.",Systems/Tooling Dev Cash Budget Management,Manage development cash budgets for tooling and technology.
Tooling / Tech Support ,All BUs,Tooling Program & Project Mgmt,Oversee execution of tooling programs and projects across the lifecycle.,Tooling Program & Project Leader / Mgmt,Management level 2 and above that touch all parts of the L1 capability
Tooling / Tech Support ,All BUs,Tooling Program & Project Mgmt,Oversee execution of tooling programs and projects across the lifecycle.,Systems/Tooling Development Cycle Project Management ,Manage tooling project activities across development cycles.
Tooling / Tech Support ,All BUs,Tooling Program & Project Mgmt,Oversee execution of tooling programs and projects across the lifecycle.,Systems/Tooling E2E Program Management,Manage end-to-end programs covering multiple tooling initiatives.
Tooling / Tech Support ,All BUs,Tooling Program & Project Mgmt,Oversee execution of tooling programs and projects across the lifecycle.,Systems/Tooling Implementation Project Management,Manage the implementation of tooling projects into operations.
Innovation & Transformation,All BUs,Innovation & Transformation,Drive enterprise-wide innovation and transformation to improve business performance,Innovation & Transformation Leader/Management,Management level 2 and above that touch all parts of the L1 capability
Innovation & Transformation,All BUs,Innovation & Transformation,Drive enterprise-wide innovation and transformation to improve business performance,Business Pain Point Discovery,Identify and document critical business challenges and process inefficiencies
Innovation & Transformation,All BUs,Innovation & Transformation,Drive enterprise-wide innovation and transformation to improve business performance,Workflow Analysis & Business Process Re-engineering,Analyze and redesign workflows to improve efficiency and operational performance
Innovation & Transformation,All BUs,Innovation & Transformation,Drive enterprise-wide innovation and transformation to improve business performance,Opportunity Sizing,Estimate and prioritize opportunities based on business value and impact potential
Innovation & Transformation,All BUs,Innovation & Transformation,Drive enterprise-wide innovation and transformation to improve business performance,Ideation with Partners,Collaborate with internal and external partners to generate and refine new ideas
Innovation & Transformation,All BUs,Innovation & Transformation,Drive enterprise-wide innovation and transformation to improve business performance,Automation Opportunity Identification,Identify business processes suitable for automation to drive efficiency and scalability
Innovation & Transformation,All BUs,Innovation & Transformation,Drive enterprise-wide innovation and transformation to improve business performance,Data Readiness & Compliance,"Assess data quality, accessibility, and compliance to support innovation and automation"
Innovation & Transformation,All BUs,Innovation & Transformation,Drive enterprise-wide innovation and transformation to improve business performance,Proof of Concept,Develop and validate proof of concept solutions to test feasibility and business value
Innovation & Transformation,All BUs,Innovation & Transformation,Drive enterprise-wide innovation and transformation to improve business performance,Technology Development (Coding),Develop and configure technology solutions through coding and system integration
Personnel,All BUs,Onboarding / Talent Mgmt,"Manage employee onboarding and intgeration, inclusing provisioning, access, interviews, and requisition support",Onboarding/Talent Leader/Management,Management level 2 and above that touch all parts of the L1 capability
Personnel,All BUs,Onboarding / Talent Mgmt,"Manage employee onboarding and intgeration, inclusing provisioning, access, interviews, and requisition support",Onboarding/Talent Acquisition,"Oversee employee onboarding by managing equipment provisioning, system access, interviews, and requisition support for seamless new-hire integration"
Personnel,All BUs,Personnel Mgmt,"Manage workforce planning, performance, and engagement to support organizational goals",Personnel Mgmt Leader / Mgmt,Management level 2 and above that touch all parts of the L1 capability
Personnel,All BUs,Personnel Mgmt,"Manage workforce planning, performance, and engagement to support organizational goals",Chief of Staff,Coordinate strategic and operational activities to support executive decision-making
Personnel,All BUs,Personnel Mgmt,"Manage workforce planning, performance, and engagement to support organizational goals",Executive Assistant,Provide administrative and scheduling support to executive leadership teams
