Domain_Name Component,Domain_ID Qualifier,SubDomain_Name Component,SubDomain_ID Qualifier,SRT_ID Qualifier,Bus_Cap Component,Cap_Bus_ID Qualifier,bus_cap_notes Qualifier,Bus_Cap_Detail Qualifier,Scope_Type Qualifier,Intake_Status Qualifier
Partner Management,113,Partner Support,1069,1266,"Third party banner pass through to online buy flow with discounts (Costco, etc.) (CaaS - Commerce as a Service)",1781,NULL,"Commerce as a Service (CaaS), as it relates to AT&T, is the ability for us to sell mobility service through a third party’s site.     For example, if you go to Cell Phones & Accessories  | Costco, and click on the blue banner for “Exclusive Rewards & Savings for Costco Members” – you’ll be directed to a buy flow that looks just AT&T’s BAU online buy flow, but we’re tracking that you came from Costco’s site and are able to give you exclusive benefits because you are a Costco member.     Costco is just one example of several of these CaaS relationships we have with 3rd parties.     3rd parties enabled with CaaS:    Costco  Sam's Club  BJ's Wholesale  AAFES  The Home Depot  Abt  Newegg  Belkin  Alaska Communications  Windstream    See attachment for example of what is offered at COSTCO.      The CaaS team is in the process of requesting a BYOD offer for these brands plus any new brands that are pitched.     Ensure that these customers are eligible for Signature/Appreciation Discounts",NULL,Prioritized
Partner Management,113,Partner Support,1069,1266,"Third party banner pass through to online buy flow with discounts (Costco, etc.) (CaaS - Commerce as a Service)",1781,NULL,"Commerce as a Service (CaaS), as it relates to AT&T, is the ability for us to sell mobility service through a third party’s site.     For example, if you go to Cell Phones & Accessories  | Costco, and click on the blue banner for “Exclusive Rewards & Savings for Costco Members” – you’ll be directed to a buy flow that looks just AT&T’s BAU online buy flow, but we’re tracking that you came from Costco’s site and are able to give you exclusive benefits because you are a Costco member.     Costco is just one example of several of these CaaS relationships we have with 3rd parties.     3rd parties enabled with CaaS:    Costco  Sam's Club  BJ's Wholesale  AAFES  The Home Depot  Abt  Newegg  Belkin  Alaska Communications  Windstream    See attachment for example of what is offered at COSTCO.      The CaaS team is in the process of requesting a BYOD offer for these brands plus any new brands that are pitched.     Ensure that these customers are eligible for Signature/Appreciation Discounts",NULL,Prioritized
Partner Management,113,Partner Support,1069,1266,"Third party banner pass through to online buy flow with discounts (Costco, etc.) (CaaS - Commerce as a Service)",1781,NULL,"Commerce as a Service (CaaS), as it relates to AT&T, is the ability for us to sell mobility service through a third party’s site.     For example, if you go to Cell Phones & Accessories  | Costco, and click on the blue banner for “Exclusive Rewards & Savings for Costco Members” – you’ll be directed to a buy flow that looks just AT&T’s BAU online buy flow, but we’re tracking that you came from Costco’s site and are able to give you exclusive benefits because you are a Costco member.     Costco is just one example of several of these CaaS relationships we have with 3rd parties.     3rd parties enabled with CaaS:    Costco  Sam's Club  BJ's Wholesale  AAFES  The Home Depot  Abt  Newegg  Belkin  Alaska Communications  Windstream    See attachment for example of what is offered at COSTCO.      The CaaS team is in the process of requesting a BYOD offer for these brands plus any new brands that are pitched.     Ensure that these customers are eligible for Signature/Appreciation Discounts",NULL,Prioritized
Partner Management,113,Partner Support,1069,1266,"Third party banner pass through to online buy flow with discounts (Costco, etc.) (CaaS - Commerce as a Service)",1781,NULL,"Commerce as a Service (CaaS), as it relates to AT&T, is the ability for us to sell mobility service through a third party’s site.     For example, if you go to Cell Phones & Accessories  | Costco, and click on the blue banner for “Exclusive Rewards & Savings for Costco Members” – you’ll be directed to a buy flow that looks just AT&T’s BAU online buy flow, but we’re tracking that you came from Costco’s site and are able to give you exclusive benefits because you are a Costco member.     Costco is just one example of several of these CaaS relationships we have with 3rd parties.     3rd parties enabled with CaaS:    Costco  Sam's Club  BJ's Wholesale  AAFES  The Home Depot  Abt  Newegg  Belkin  Alaska Communications  Windstream    See attachment for example of what is offered at COSTCO.      The CaaS team is in the process of requesting a BYOD offer for these brands plus any new brands that are pitched.     Ensure that these customers are eligible for Signature/Appreciation Discounts",NULL,Prioritized
Partner Management,113,Partner Support,1069,1266,"Third party banner pass through to online buy flow with discounts (Costco, etc.) (CaaS - Commerce as a Service)",1781,NULL,"Commerce as a Service (CaaS), as it relates to AT&T, is the ability for us to sell mobility service through a third party’s site.     For example, if you go to Cell Phones & Accessories  | Costco, and click on the blue banner for “Exclusive Rewards & Savings for Costco Members” – you’ll be directed to a buy flow that looks just AT&T’s BAU online buy flow, but we’re tracking that you came from Costco’s site and are able to give you exclusive benefits because you are a Costco member.     Costco is just one example of several of these CaaS relationships we have with 3rd parties.     3rd parties enabled with CaaS:    Costco  Sam's Club  BJ's Wholesale  AAFES  The Home Depot  Abt  Newegg  Belkin  Alaska Communications  Windstream    See attachment for example of what is offered at COSTCO.      The CaaS team is in the process of requesting a BYOD offer for these brands plus any new brands that are pitched.     Ensure that these customers are eligible for Signature/Appreciation Discounts",NULL,Prioritized
Customer / CRM,103,Migrations,1097,1270,Migration: AIA to Gigapower / Open Access Provider fiber,1785,NULL,"As GP / OAP area are expanded, we will need to migrate existing customers from AIA to Fiber once their location is eligible for Fiber.    Need the ability to support and perform AIA to Fiber migrations.    List of SMEs: WALTON, CRAIG R <cw0017@att.com>, SPURGEON, DEBORAH L <dk7536@att.com>; BAIER, JOSHUA <jb0964@att.com>; MERZA, MELISSA <mm2149@att.com>; HAMILTON, CARLA E <cw3642@att.com>; REESMAN, JASON <jr2319@att.com>; WOOTEN, KAREN M <kw1798@att.com>; NELSON, ASHLEY <an254v@att.com>, SAPOZNIK, CHRIS <cs9206@att.com>",NULL,Backlog
"Mediation, Billing, & Revenue Management",110,Revenue Assurance & Bill Auditing,1053,1271,BSSe SOX Compliance,1786,NULL,This is a placeholder SRT pending detailed requirements.  Nicole Merritt on Lynn Henley's team is updating the spreadsheet and has ownership of this  SRT. ,NULL,Prioritized
"Mediation, Billing, & Revenue Management",110,Revenue Assurance & Bill Auditing,1053,1271,BSSe SOX Compliance,1786,NULL,This is a placeholder SRT pending detailed requirements.  Nicole Merritt on Lynn Henley's team is updating the spreadsheet and has ownership of this  SRT. ,NULL,Prioritized
"Mediation, Billing, & Revenue Management",110,Revenue Assurance & Bill Auditing,1053,1271,BSSe SOX Compliance,1786,NULL,This is a placeholder SRT pending detailed requirements.  Nicole Merritt on Lynn Henley's team is updating the spreadsheet and has ownership of this  SRT. ,NULL,Prioritized
"Mediation, Billing, & Revenue Management",110,Revenue Assurance & Bill Auditing,1053,1271,BSSe SOX Compliance,1786,NULL,This is a placeholder SRT pending detailed requirements.  Nicole Merritt on Lynn Henley's team is updating the spreadsheet and has ownership of this  SRT. ,NULL,Prioritized
"Mediation, Billing, & Revenue Management",110,Revenue Assurance & Bill Auditing,1053,1271,BSSe SOX Compliance,1786,NULL,This is a placeholder SRT pending detailed requirements.  Nicole Merritt on Lynn Henley's team is updating the spreadsheet and has ownership of this  SRT. ,NULL,Prioritized
"Mediation, Billing, & Revenue Management",110,Revenue Assurance & Bill Auditing,1053,1271,BSSe SOX Compliance,1786,NULL,This is a placeholder SRT pending detailed requirements.  Nicole Merritt on Lynn Henley's team is updating the spreadsheet and has ownership of this  SRT. ,NULL,Prioritized
"Mediation, Billing, & Revenue Management",110,Revenue Assurance & Bill Auditing,1053,1271,BSSe SOX Compliance,1786,NULL,This is a placeholder SRT pending detailed requirements.  Nicole Merritt on Lynn Henley's team is updating the spreadsheet and has ownership of this  SRT. ,NULL,Prioritized
"Mediation, Billing, & Revenue Management",110,Revenue Assurance & Bill Auditing,1053,1271,BSSe SOX Compliance,1786,NULL,This is a placeholder SRT pending detailed requirements.  Nicole Merritt on Lynn Henley's team is updating the spreadsheet and has ownership of this  SRT. ,NULL,Prioritized
Care,101,Case Management,1009,1272,IVR: Fiber Identification & Routing,1787,NULL,Ability to identify BSSe Fiber customers  Ability to determine customer intent  Ability to route callers to correct location    *IVR self-support will be separate scope in P3,NULL,Backlog
Care,101,Case Management,1009,1272,IVR: Fiber Identification & Routing,1787,NULL,Ability to identify BSSe Fiber customers  Ability to determine customer intent  Ability to route callers to correct location    *IVR self-support will be separate scope in P3,NULL,Backlog
Care,101,Case Management,1009,1272,IVR: Fiber Identification & Routing,1787,NULL,Ability to identify BSSe Fiber customers  Ability to determine customer intent  Ability to route callers to correct location    *IVR self-support will be separate scope in P3,NULL,Backlog
Care,101,Case Management,1009,1272,IVR: Fiber Identification & Routing,1787,NULL,Ability to identify BSSe Fiber customers  Ability to determine customer intent  Ability to route callers to correct location    *IVR self-support will be separate scope in P3,NULL,Backlog
Care,101,Technical Resolution,1011,141,TS: Failed CSI incl Drop Ship & Tech Install Appt,1243,NULL,"Fiber Troubleshooting (Activation/Installation):_x000D_  - Call center agent to support service activation (customer and technician)_x000D_  - Customers who fail CSI installation will have the ability to call into customer care and change from a CSI to an FTI.  Customer will be charged the FTI Fee. _x000D_  - Fiber Customer and agent will have access to a Tech Tracker feature that provides status of full tech installation (due date, technician status etc.)_x000D_ _x000D_ Architect questions and PO answers (BB 5): _x000D_ _x000D_ 1. Should the business_x000D_ a. prefer onetime payment during the offer?  – The business would like for the payment (assuming you are referring to adding services: Adv Sec, Extended Wi-Fi Coverage) to be configurable to be either a one-time payment or a configurable number of installment payments._x000D_ <Vas> I am talking about FTI one time Fee during the point of sale. Not the add-ons. Looks like you answered in 1b. and also indicated that on demand FTI fee is charged in place of one time FTI Fee not charge them twice -correct?_x000D_             Nick – I was incorrect in calling it the Dispatch on Demand fee (that is related to repairs only on our Internet fee schedule).  If a customer refuses a CSI we only charge the Technician Installation Fee: A one-time fee if you request / require a technician assisted installation. Additional fees or costs may apply if you request additional services during installation._x000D_ b. should it be immediate payment or deferred payment ( e.g., anniversary/monthly billing cycle )? – The business would like a configurable option to collect payment at point of sale or on billing date based on configurable business rules._x000D_ <Vas> Do we know or have the current business rules in the legacy that we can leverage on BSSe – _x000D_ Nick – Here is the support article on the process; OMS or OPUS would need to be asked on how they do it and with what rules._x000D_ 2. Should this dispatch on demand fee be in addition to one time tech install fee? – The business would like the Dispatch on Demand fee to be a configurable fee that can be added to customers that are eligible for CSI but refuse and request a FTI.  The dispatch on demand will be charged in place of the FTI fee.  There should not be a situation where both fees are required._x000D_ _x000D_ Product Response(BB 4):_x000D_ (LC) Allowing technicians to add service / equipment to orders is part of fulfillment process and should be integrated with RTI for shopping and order submission at or after the time of install.  Added to Fulfillment support for FTI epic.",Fiber CSI,No Longer Pursuing
Customer / CRM,103,Account Management,1020,276,Anniversary set as  activation date,1295,NULL,"~ The billing amount is withdrawn from payment type on the account. ~ An failed payment has a retry per the configurable values. ~ Payment is taken out the day the service is considered active upon billing completion ~ Bill cycle date is set to activation date. ~ A digital invoice is created for the payment.  Digital invoice should include items like plan, date withdrawn, taxes and fees, etc. ~ Future billings should be produced on a monthly basis on the customer Anniversary date/Bill Cycle including payments and invoice",BSSe AIA CI,Prioritized
Customer / CRM,103,Account Management,1020,276,Anniversary set as  activation date,1295,NULL,"~ The billing amount is withdrawn from payment type on the account. ~ An failed payment has a retry per the configurable values. ~ Payment is taken out the day the service is considered active upon billing completion ~ Bill cycle date is set to activation date. ~ A digital invoice is created for the payment.  Digital invoice should include items like plan, date withdrawn, taxes and fees, etc. ~ Future billings should be produced on a monthly basis on the customer Anniversary date/Bill Cycle including payments and invoice",BSSe AIA CI,Prioritized
Customer / CRM,103,Account Management,1020,276,Anniversary set as  activation date,1295,NULL,"~ The billing amount is withdrawn from payment type on the account. ~ An failed payment has a retry per the configurable values. ~ Payment is taken out the day the service is considered active upon billing completion ~ Bill cycle date is set to activation date. ~ A digital invoice is created for the payment.  Digital invoice should include items like plan, date withdrawn, taxes and fees, etc. ~ Future billings should be produced on a monthly basis on the customer Anniversary date/Bill Cycle including payments and invoice",BSSe AIA CI,Prioritized
Customer / CRM,103,Account Management,1020,276,Anniversary set as  activation date,1295,NULL,"~ The billing amount is withdrawn from payment type on the account. ~ An failed payment has a retry per the configurable values. ~ Payment is taken out the day the service is considered active upon billing completion ~ Bill cycle date is set to activation date. ~ A digital invoice is created for the payment.  Digital invoice should include items like plan, date withdrawn, taxes and fees, etc. ~ Future billings should be produced on a monthly basis on the customer Anniversary date/Bill Cycle including payments and invoice",BSSe AIA CI,Prioritized
Customer / CRM,103,Account Management,1020,276,Anniversary set as  activation date,1295,NULL,"~ The billing amount is withdrawn from payment type on the account. ~ An failed payment has a retry per the configurable values. ~ Payment is taken out the day the service is considered active upon billing completion ~ Bill cycle date is set to activation date. ~ A digital invoice is created for the payment.  Digital invoice should include items like plan, date withdrawn, taxes and fees, etc. ~ Future billings should be produced on a monthly basis on the customer Anniversary date/Bill Cycle including payments and invoice",BSSe AIA CI,Prioritized
"Mediation, Billing, & Revenue Management",110,Remittance (Payments),1050,277,Auto Bill Pay Required,1296,NULL,Customers are required to enroll in Auto Bill Pay.,BSSe AIA CI,Prioritized
"Mediation, Billing, & Revenue Management",110,Remittance (Payments),1050,277,Auto Bill Pay Required,1296,NULL,Customers are required to enroll in Auto Bill Pay.,BSSe AIA CI,Prioritized
"Mediation, Billing, & Revenue Management",110,Remittance (Payments),1050,277,Auto Bill Pay Required,1296,NULL,Customers are required to enroll in Auto Bill Pay.,BSSe AIA CI,Prioritized
"Mediation, Billing, & Revenue Management",110,Remittance (Payments),1050,277,Auto Bill Pay Required,1296,NULL,Customers are required to enroll in Auto Bill Pay.,BSSe AIA CI,Prioritized
"Mediation, Billing, & Revenue Management",110,Remittance (Payments),1050,277,Auto Bill Pay Required,1296,NULL,Customers are required to enroll in Auto Bill Pay.,BSSe AIA CI,Prioritized
"Mediation, Billing, & Revenue Management",110,Remittance (Payments),1050,277,Auto Bill Pay Required,1296,NULL,Customers are required to enroll in Auto Bill Pay.,BSSe AIA CI,Prioritized
"Mediation, Billing, & Revenue Management",110,Remittance (Payments),1050,277,Auto Bill Pay Required,1296,NULL,Customers are required to enroll in Auto Bill Pay.,BSSe AIA CI,Prioritized
"Mediation, Billing, & Revenue Management",110,Remittance (Payments),1050,277,Auto Bill Pay Required,1296,NULL,Customers are required to enroll in Auto Bill Pay.,BSSe AIA CI,Prioritized
"Mediation, Billing, & Revenue Management",110,Remittance (Payments),1050,277,Auto Bill Pay Required,1296,NULL,Customers are required to enroll in Auto Bill Pay.,BSSe AIA CI,Prioritized
"Mediation, Billing, & Revenue Management",110,Remittance (Payments),1050,277,Auto Bill Pay Required,1296,NULL,Customers are required to enroll in Auto Bill Pay.,BSSe AIA CI,Prioritized
"Mediation, Billing, & Revenue Management",110,Remittance (Payments),1050,279,Payment method on file,1297,NULL,"Payment method can be one of the following: credit card, debit card, and/or ACH.  Payment method needs to be validated, to ensure it is an active payment method.",BSSe AIA CI,Prioritized
"Mediation, Billing, & Revenue Management",110,Remittance (Payments),1050,279,Payment method on file,1297,NULL,"Payment method can be one of the following: credit card, debit card, and/or ACH.  Payment method needs to be validated, to ensure it is an active payment method.",BSSe AIA CI,Prioritized
"Mediation, Billing, & Revenue Management",110,Remittance (Payments),1050,279,Payment method on file,1297,NULL,"Payment method can be one of the following: credit card, debit card, and/or ACH.  Payment method needs to be validated, to ensure it is an active payment method.",BSSe AIA CI,Prioritized
"Mediation, Billing, & Revenue Management",110,Remittance (Payments),1050,279,Payment method on file,1297,NULL,"Payment method can be one of the following: credit card, debit card, and/or ACH.  Payment method needs to be validated, to ensure it is an active payment method.",BSSe AIA CI,Prioritized
"Mediation, Billing, & Revenue Management",110,Remittance (Payments),1050,279,Payment method on file,1297,NULL,"Payment method can be one of the following: credit card, debit card, and/or ACH.  Payment method needs to be validated, to ensure it is an active payment method.",BSSe AIA CI,Prioritized
"Mediation, Billing, & Revenue Management",110,Remittance (Payments),1050,279,Payment method on file,1297,NULL,"Payment method can be one of the following: credit card, debit card, and/or ACH.  Payment method needs to be validated, to ensure it is an active payment method.",BSSe AIA CI,Prioritized
"Mediation, Billing, & Revenue Management",110,Remittance (Payments),1050,279,Payment method on file,1297,NULL,"Payment method can be one of the following: credit card, debit card, and/or ACH.  Payment method needs to be validated, to ensure it is an active payment method.",BSSe AIA CI,Prioritized
"Mediation, Billing, & Revenue Management",110,Remittance (Payments),1050,279,Payment method on file,1297,NULL,"Payment method can be one of the following: credit card, debit card, and/or ACH.  Payment method needs to be validated, to ensure it is an active payment method.",BSSe AIA CI,Prioritized
"Mediation, Billing, & Revenue Management",110,Remittance (Payments),1050,279,Payment method on file,1297,NULL,"Payment method can be one of the following: credit card, debit card, and/or ACH.  Payment method needs to be validated, to ensure it is an active payment method.",BSSe AIA CI,Prioritized
"Mediation, Billing, & Revenue Management",110,Remittance (Payments),1050,279,Payment method on file,1297,NULL,"Payment method can be one of the following: credit card, debit card, and/or ACH.  Payment method needs to be validated, to ensure it is an active payment method.",BSSe AIA CI,Prioritized
"Mediation, Billing, & Revenue Management",110,Remittance (Payments),1050,279,Payment method on file,1297,NULL,"Payment method can be one of the following: credit card, debit card, and/or ACH.  Payment method needs to be validated, to ensure it is an active payment method.",BSSe AIA CI,Prioritized
"Mediation, Billing, & Revenue Management",110,Remittance (Payments),1050,279,Payment method on file,1297,NULL,"Payment method can be one of the following: credit card, debit card, and/or ACH.  Payment method needs to be validated, to ensure it is an active payment method.",BSSe AIA CI,Prioritized
"Mediation, Billing, & Revenue Management",110,Remittance (Payments),1050,279,Payment method on file,1297,NULL,"Payment method can be one of the following: credit card, debit card, and/or ACH.  Payment method needs to be validated, to ensure it is an active payment method.",BSSe AIA CI,Prioritized
"Mediation, Billing, & Revenue Management",110,Remittance (Payments),1050,279,Payment method on file,1297,NULL,"Payment method can be one of the following: credit card, debit card, and/or ACH.  Payment method needs to be validated, to ensure it is an active payment method.",BSSe AIA CI,Prioritized
"Mediation, Billing, & Revenue Management",110,Remittance (Payments),1050,279,Payment method on file,1297,NULL,"Payment method can be one of the following: credit card, debit card, and/or ACH.  Payment method needs to be validated, to ensure it is an active payment method.",BSSe AIA CI,Prioritized
"Mediation, Billing, & Revenue Management",110,Remittance (Payments),1050,279,Payment method on file,1297,NULL,"Payment method can be one of the following: credit card, debit card, and/or ACH.  Payment method needs to be validated, to ensure it is an active payment method.",BSSe AIA CI,Prioritized
"Mediation, Billing, & Revenue Management",110,Remittance (Payments),1050,279,Payment method on file,1297,NULL,"Payment method can be one of the following: credit card, debit card, and/or ACH.  Payment method needs to be validated, to ensure it is an active payment method.",BSSe AIA CI,Prioritized
"Mediation, Billing, & Revenue Management",110,Remittance (Payments),1050,279,Payment method on file,1297,NULL,"Payment method can be one of the following: credit card, debit card, and/or ACH.  Payment method needs to be validated, to ensure it is an active payment method.",BSSe AIA CI,Prioritized
"Mediation, Billing, & Revenue Management",110,Remittance (Payments),1050,279,Payment method on file,1297,NULL,"Payment method can be one of the following: credit card, debit card, and/or ACH.  Payment method needs to be validated, to ensure it is an active payment method.",BSSe AIA CI,Prioritized
"Mediation, Billing, & Revenue Management",110,Remittance (Payments),1050,279,Payment method on file,1297,NULL,"Payment method can be one of the following: credit card, debit card, and/or ACH.  Payment method needs to be validated, to ensure it is an active payment method.",BSSe AIA CI,Prioritized
"Mediation, Billing, & Revenue Management",110,Remittance (Payments),1050,279,Payment method on file,1297,NULL,"Payment method can be one of the following: credit card, debit card, and/or ACH.  Payment method needs to be validated, to ensure it is an active payment method.",BSSe AIA CI,Prioritized
"Mediation, Billing, & Revenue Management",110,Remittance (Payments),1050,280,Payment retry for failed payment,1298,NULL,"If the payment is not successful, there should be retry logic to try the transaction again. Retry logic will be a configurable amount of time between transaction and number of times to retry the request.",BSSe AIA CI,Prioritized
"Mediation, Billing, & Revenue Management",110,Remittance (Payments),1050,280,Payment retry for failed payment,1298,NULL,"If the payment is not successful, there should be retry logic to try the transaction again. Retry logic will be a configurable amount of time between transaction and number of times to retry the request.",BSSe AIA CI,Prioritized
"Mediation, Billing, & Revenue Management",110,Remittance (Payments),1050,280,Payment retry for failed payment,1298,NULL,"If the payment is not successful, there should be retry logic to try the transaction again. Retry logic will be a configurable amount of time between transaction and number of times to retry the request.",BSSe AIA CI,Prioritized
"Mediation, Billing, & Revenue Management",110,Remittance (Payments),1050,280,Payment retry for failed payment,1298,NULL,"If the payment is not successful, there should be retry logic to try the transaction again. Retry logic will be a configurable amount of time between transaction and number of times to retry the request.",BSSe AIA CI,Prioritized
"Mediation, Billing, & Revenue Management",110,Remittance (Payments),1050,280,Payment retry for failed payment,1298,NULL,"If the payment is not successful, there should be retry logic to try the transaction again. Retry logic will be a configurable amount of time between transaction and number of times to retry the request.",BSSe AIA CI,Prioritized
"Mediation, Billing, & Revenue Management",110,Remittance (Payments),1050,280,Payment retry for failed payment,1298,NULL,"If the payment is not successful, there should be retry logic to try the transaction again. Retry logic will be a configurable amount of time between transaction and number of times to retry the request.",BSSe AIA CI,Prioritized
"Mediation, Billing, & Revenue Management",110,Remittance (Payments),1050,280,Payment retry for failed payment,1298,NULL,"If the payment is not successful, there should be retry logic to try the transaction again. Retry logic will be a configurable amount of time between transaction and number of times to retry the request.",BSSe AIA CI,Prioritized
"Mediation, Billing, & Revenue Management",110,Remittance (Payments),1050,280,Payment retry for failed payment,1298,NULL,"If the payment is not successful, there should be retry logic to try the transaction again. Retry logic will be a configurable amount of time between transaction and number of times to retry the request.",BSSe AIA CI,Prioritized
"Mediation, Billing, & Revenue Management",110,Remittance (Payments),1050,280,Payment retry for failed payment,1298,NULL,"If the payment is not successful, there should be retry logic to try the transaction again. Retry logic will be a configurable amount of time between transaction and number of times to retry the request.",BSSe AIA CI,Prioritized
"Mediation, Billing, & Revenue Management",110,Remittance (Payments),1050,280,Payment retry for failed payment,1298,NULL,"If the payment is not successful, there should be retry logic to try the transaction again. Retry logic will be a configurable amount of time between transaction and number of times to retry the request.",BSSe AIA CI,Prioritized
"Mediation, Billing, & Revenue Management",110,Loan Management,1046,905,Accessory Installment - Changes Resulting in Military Deployment,1516,NULL,,Wireless Phase-3,No Longer Pursuing
Sales & Care Support,115,Fraud,1075,906,Accessory Installment - Fraud,1517,NULL,,Wireless Phase-3,No Longer Pursuing
"Mediation, Billing, & Revenue Management",110,Loan Management,1046,907,Accessory Installment - CTN Cancellations,1518,NULL,,Wireless Phase-3,No Longer Pursuing
"Mediation, Billing, & Revenue Management",110,Loan Management,1046,908,Accessory Installment - Resume BAN from Cancel,1519,NULL,,Wireless Phase-3,No Longer Pursuing
Customer / CRM,103,Consent & Preferences,1017,NULL,Change CPNI Preference,1820,NULL,NULL,NULL,NULL
Customer / CRM,103,Consent & Preferences,1017,NULL,Change CPNI Preference,1820,NULL,NULL,NULL,NULL
Customer / CRM,103,Consent & Preferences,1017,NULL,Customer Update of Contact Information,1821,NULL,NULL,NULL,NULL
Customer / CRM,103,Consent & Preferences,1017,NULL,Customer Update of Contact Information,1821,NULL,NULL,NULL,NULL
Customer / CRM,103,Consent & Preferences,1017,NULL,Customer Update of Contact Information,1821,NULL,NULL,NULL,NULL
Customer / CRM,103,Consent & Preferences,1017,NULL,Customer Update of Contact Information,1821,NULL,NULL,NULL,NULL
Customer / CRM,103,Consent & Preferences,1017,NULL,Customer Update of Contact Information,1821,NULL,NULL,NULL,NULL
Customer / CRM,103,Consent & Preferences,1017,NULL,Customer Update of Contact Information,1821,NULL,NULL,NULL,NULL
Customer / CRM,103,Lead Management,1018,NULL,Ability to perform bulk lead transfer and integration,1822,NULL,NULL,NULL,NULL
Customer / CRM,103,Lead Management,1018,NULL,Conversion of abandoned carts into leads,1823,NULL,NULL,NULL,NULL
Customer / CRM,103,Lead Management,1018,NULL,Create ability to feed lead information into reporting sources that allow lead efficiency to be monitored,1824,NULL,NULL,NULL,NULL
Customer / CRM,103,Lead Management,1018,NULL,Customer consent capture,1825,NULL,NULL,NULL,NULL
Customer / CRM,103,Lead Management,1018,NULL,Lead deletion upon completed sale,1826,NULL,NULL,NULL,NULL
Care,101,Technical Diagnostics,1010,1573,BSSe Fiber C&G:  Troubleshoot ACC,2230,NULL,NULL,Fiber CSI,Backlog
Sales Negotiation & Order Capture,116,Cart,1086,1574,BSSe Fiber C&G:  Amend,2231,NULL,NULL,Fiber CSI,Backlog
Order Management,112,Order Modifications,1063,1575,BSSe Fiber C&G:  Remove Extender,2232,NULL,NULL,Fiber CSI,Backlog
Field Services,106,Dispatch,1030,142,Full Tech Install - 2-way Comms,1244,NULL,"Fiber Full Tech Installation Communications Prior to Day of Install_x000D_ _x000D_ Booking Confirmation: After appointment is booked at POS, customer will receive email and SMS confirming appointment date and window of arrival.  _x000D_ o  Customer will be able to opt out of these messages _x000D_ o  Customer will have ability to add this appointment to calendar_x000D_ _x000D_ SMS 3 days prior (if scheduled more than 4 days out at POS):_x000D_ o  FTI Reminder:  Customer will receive SMS reminder with date and scheduled arrival window with option to reply to change scheduled installation date. _x000D_  -  If customer chooses to change installation date through SMS, they will receive an SMS confirming changes which include new Installation date and arrival window time _x000D_ o  Customer will receive automated call from AT&T reminding them of their installation date and arrival window time with option to repeat message. _x000D_ _x000D_ 2 Days Prior_x000D_ o  FTI Reminder:  Customer will receive SMS reminder with date and scheduled arrival window with option to reply to change scheduled installation date. _x000D_  -  If customer chooses to change installation date through SMS, they will receive an SMS confirming changes which include new Installation date and arrival window time _x000D_ o  Customer will receive automated call from AT&T reminding them of their installation date and arrival window time with option to repeat message. _x000D_ o  Customer will receive email reminding them of their installation date and arrival window time with the option to change the installation date.  _x000D_  -  Email will also include instructions detailing what to do prior to installation as well as helpful tips which link to att.com articles. _x000D_ _x000D_ Evening before_x000D_ o  FTI Reminder:  Customer will receive SMS reminder with date and scheduled arrival window with option to reply to change scheduled installation date. _x000D_  -  If customer chooses to change installation date through SMS, they will receive an SMS confirming changes which include new Installation date and arrival window time _x000D_ o  Customer will receive automated call from AT&T reminding them of their installation date and arrival window time with option to repeat message. _x000D_  - If customer has not confirmed installation appointment on CBR1 then an attempt is made to CBR2.",Fiber CSI,Prioritized
Field Services,106,Dispatch,1030,142,Full Tech Install - 2-way Comms,1244,NULL,"Fiber Full Tech Installation Communications Prior to Day of Install_x000D_ _x000D_ Booking Confirmation: After appointment is booked at POS, customer will receive email and SMS confirming appointment date and window of arrival.  _x000D_ o  Customer will be able to opt out of these messages _x000D_ o  Customer will have ability to add this appointment to calendar_x000D_ _x000D_ SMS 3 days prior (if scheduled more than 4 days out at POS):_x000D_ o  FTI Reminder:  Customer will receive SMS reminder with date and scheduled arrival window with option to reply to change scheduled installation date. _x000D_  -  If customer chooses to change installation date through SMS, they will receive an SMS confirming changes which include new Installation date and arrival window time _x000D_ o  Customer will receive automated call from AT&T reminding them of their installation date and arrival window time with option to repeat message. _x000D_ _x000D_ 2 Days Prior_x000D_ o  FTI Reminder:  Customer will receive SMS reminder with date and scheduled arrival window with option to reply to change scheduled installation date. _x000D_  -  If customer chooses to change installation date through SMS, they will receive an SMS confirming changes which include new Installation date and arrival window time _x000D_ o  Customer will receive automated call from AT&T reminding them of their installation date and arrival window time with option to repeat message. _x000D_ o  Customer will receive email reminding them of their installation date and arrival window time with the option to change the installation date.  _x000D_  -  Email will also include instructions detailing what to do prior to installation as well as helpful tips which link to att.com articles. _x000D_ _x000D_ Evening before_x000D_ o  FTI Reminder:  Customer will receive SMS reminder with date and scheduled arrival window with option to reply to change scheduled installation date. _x000D_  -  If customer chooses to change installation date through SMS, they will receive an SMS confirming changes which include new Installation date and arrival window time _x000D_ o  Customer will receive automated call from AT&T reminding them of their installation date and arrival window time with option to repeat message. _x000D_  - If customer has not confirmed installation appointment on CBR1 then an attempt is made to CBR2.",Fiber CSI,Prioritized
