L0 Component,L0 Component  Business Unit Alignment,L1 Component,L1 Component Description,L2 Capability  Component,L2 Capability  Component Description
8. Product,Product & Pricing,8.03 Pricing / Deals Decision,"Manage product pricing, discounts, deal structures, and revenue rules.",8.03.00 Pricing / Deals Decision Leader/Management,Management level 2 and above that touch all parts of the L1 capability
8. Product,Product & Pricing,8.03 Pricing / Deals Decision,"Manage product pricing, discounts, deal structures, and revenue rules.",8.03.01 Product Rating & Rate Assignment,Assign rates and ratings for products and services.
8. Product,Product & Pricing,8.03 Pricing / Deals Decision,"Manage product pricing, discounts, deal structures, and revenue rules.","8.03.02 Discounts, Rebates, and Adjustments","Manage discounts, rebates, and price adjustments."
8. Product,Product & Pricing,8.03 Pricing / Deals Decision,"Manage product pricing, discounts, deal structures, and revenue rules.",8.03.03 Pricing Rules & Promotions Mgmt,Define and enforce pricing rules and promotions.
8. Product,Product & Pricing,8.03 Pricing / Deals Decision,"Manage product pricing, discounts, deal structures, and revenue rules.",8.03.04 Pricing Publication & Distribution Mgmt,Publish and distribute pricing information to channels.
8. Product,Product & Pricing,8.03 Pricing / Deals Decision,"Manage product pricing, discounts, deal structures, and revenue rules.",8.03.05 Revenue Recognition Rules Management,Apply revenue recognition rules for products and deals.
8. Product,Product & Pricing,8.03 Pricing / Deals Decision,"Manage product pricing, discounts, deal structures, and revenue rules.",8.03.06 Deal Desk Governance & Approval,Govern deal approvals through structured deal desk processes.
8. Product,Product & Pricing,8.03 Pricing / Deals Decision,"Manage product pricing, discounts, deal structures, and revenue rules.",8.03.07 Complex Deal Modeling & Margin Analysis,Model complex deals and analyze margin impacts.
8. Product,Product & Pricing,8.03 Pricing / Deals Decision,"Manage product pricing, discounts, deal structures, and revenue rules.",8.03.08 Deal Performance Tracking & Compliance,Track deal performance and ensure compliance with rules.
8. Product,Product & Pricing,8.04 Capital Planning,"Plan, budget, allocate, and track capital investments and financing.",8.04.00 Capital Planning Leader/Management,Management level 2 and above that touch all parts of the L1 capability
8. Product,Product & Pricing,8.04 Capital Planning,"Plan, budget, allocate, and track capital investments and financing.",8.04.01 Capital Investment Mgmt,Plan and manage capital investments for products.
8. Product,Product & Pricing,8.04 Capital Planning,"Plan, budget, allocate, and track capital investments and financing.",8.04.02 Capital Financing Mgmt,Arrange and oversee financing for capital projects.
8. Product,Product & Pricing,8.04 Capital Planning,"Plan, budget, allocate, and track capital investments and financing.",8.04.03 Capital Budgeting & Forecasting Mgmt,Budget and forecast capital spending needs.
8. Product,Product & Pricing,8.04 Capital Planning,"Plan, budget, allocate, and track capital investments and financing.",8.04.04 Capital Allocation & Prioritization Mgmt,Allocate and prioritize capital across initiatives.
8. Product,Product & Pricing,8.04 Capital Planning,"Plan, budget, allocate, and track capital investments and financing.",8.04.05 Capital Performance Tracking & Reporting Mgmt,Track and report performance of capital investments.
8. Product,Product & Pricing,8.05 Product Experience,"Oversee product adoption, quality, feedback, and experience optimization.",8.05.00 Product Experience Leader/Management,Management level 2 and above that touch all parts of the L1 capability
8. Product,Product & Pricing,8.05 Product Experience,"Oversee product adoption, quality, feedback, and experience optimization.",8.05.01 Product Adoption & Usage Management,Monitor adoption and usage of products by customers.
8. Product,Product & Pricing,8.05 Product Experience,"Oversee product adoption, quality, feedback, and experience optimization.",8.05.02 Product Quality & Issue Analytics Management,Track product quality and analyze customer issues.
8. Product,Product & Pricing,8.05 Product Experience,"Oversee product adoption, quality, feedback, and experience optimization.",8.05.03 Product Feedback Integration Management,Gather and integrate customer feedback into product improvements.
8. Product,Product & Pricing,8.05 Product Experience,"Oversee product adoption, quality, feedback, and experience optimization.",8.05.04 Product Personalization & Feature Enablement,Enable personalization and feature configuration for products.
8. Product,Product & Pricing,8.05 Product Experience,"Oversee product adoption, quality, feedback, and experience optimization.",8.05.05 Product Experience Optimization,Continuously optimize product experience for customers.
8. Product,Business Commercialization,8.06 GTM Enablement / Offers,"Manage offer design, launch, channel enablement, and performance tracking.",8.06.00 GTM Enablement / Offers Leader/Management,Management level 2 and above that touch all parts of the L1 capability
8. Product,Business Commercialization,8.06 GTM Enablement / Offers,"Manage offer design, launch, channel enablement, and performance tracking.",8.06.01 Market Research & Competitive Intelligence,Conduct research and gather intelligence for offers.
8. Product,Business Commercialization,8.06 GTM Enablement / Offers,"Manage offer design, launch, channel enablement, and performance tracking.",8.06.02 Offer Definition & Packaging,Define offers and package solutions for go-to-market.
8. Product,Business Commercialization,8.06 GTM Enablement / Offers,"Manage offer design, launch, channel enablement, and performance tracking.",8.06.03 Campaign & Launch Planning,Plan campaigns and launches for new offers.
8. Product,Business Commercialization,8.06 GTM Enablement / Offers,"Manage offer design, launch, channel enablement, and performance tracking.",8.06.04 Seller & Channel Enablement,Enable sellers and channels with tools and training for offers.
8. Product,Business Commercialization,8.06 GTM Enablement / Offers,"Manage offer design, launch, channel enablement, and performance tracking.",8.06.05 Offer Performance Monitoring & Iteration (Post-Launch),Monitor offer performance and iterate based on results.
8. Product,Business Commercialization,8.06 GTM Enablement / Offers,"Manage offer design, launch, channel enablement, and performance tracking.",8.06.06 Offer Sunset & Rationalization,Retire or rationalize offers based on performance and strategy.
8. Product,Business Commercialization,8.07 Product Strategy & Innovation,Define and evolve product strategy through continuous innovation and portfolio planning.,8.07.00 Product Strategy Leader / Management,Management level 2 and above that touch all parts of the L1 capability
8. Product,Business Commercialization,8.07 Product Strategy & Innovation,Define and evolve product strategy through continuous innovation and portfolio planning.,8.07.01 Portfolio Optimization & Simplification,Optimize and streamline product portfolios to align with business priorities and reduce complexity.
8. Product,Business Commercialization,8.07 Product Strategy & Innovation,Define and evolve product strategy through continuous innovation and portfolio planning.,8.07.02 Product Strategy Development,"Develop and refine product strategies to support growth, competitiveness, and differentiation."
8. Product,Business Commercialization,8.07 Product Strategy & Innovation,Define and evolve product strategy through continuous innovation and portfolio planning.,"8.07.03 Innovation - Idea Harvest, Product Ideation & Strategic Fit",Capture and evaluate new product ideas to ensure alignment with strategic goals.
8. Product,Business Commercialization,8.07 Product Strategy & Innovation,Define and evolve product strategy through continuous innovation and portfolio planning.,8.07.04 Innovation - Product Design & Development,Design and develop innovative product solutions from concept to commercialization.
8. Product,Business Commercialization,8.07 Product Strategy & Innovation,Define and evolve product strategy through continuous innovation and portfolio planning.,"8.07.05 Innovation - GTM, Launch & Product Evolution",Plan and execute go-to-market strategies and drive continuous product improvement.
9. Reporting & Data Platforms,Business Operations,9.01 Customer Data Mgmt,"Manage customer data including hierarchy, profiles, interactions, and identity.",9.01.00 Customer Data Leader/Management,Management level 2 and above that touch all parts of the L1 capability
9. Reporting & Data Platforms,Business Operations,9.01 Customer Data Mgmt,"Manage customer data including hierarchy, profiles, interactions, and identity.",9.01.01 Customer Hierarchy Mgmt,Manage customer hierarchy structures and relationships.
9. Reporting & Data Platforms,Business Operations,9.01 Customer Data Mgmt,"Manage customer data including hierarchy, profiles, interactions, and identity.",9.01.02 Customer Profile Mgmt,Maintain customer profile details and attributes.
9. Reporting & Data Platforms,Business Operations,9.01 Customer Data Mgmt,"Manage customer data including hierarchy, profiles, interactions, and identity.",9.01.03 Customer Interaction Mgmt,Track and manage customer interactions across channels.
9. Reporting & Data Platforms,Business Operations,9.01 Customer Data Mgmt,"Manage customer data including hierarchy, profiles, interactions, and identity.",9.01.04 Customer Contact Mgmt,Manage customer contact information and preferences.
9. Reporting & Data Platforms,Business Operations,9.01 Customer Data Mgmt,"Manage customer data including hierarchy, profiles, interactions, and identity.",9.01.05 Customer Competitive Analysis,Analyze customer data to assess competitive positioning.
9. Reporting & Data Platforms,Business Operations,9.01 Customer Data Mgmt,"Manage customer data including hierarchy, profiles, interactions, and identity.",9.01.06 Customer Activity Analysis (Passive),Capture and analyze passive customer activity data.
9. Reporting & Data Platforms,Business Operations,9.01 Customer Data Mgmt,"Manage customer data including hierarchy, profiles, interactions, and identity.",9.01.07 Company Identity Mgmt,Manage company identity and associated attributes.
9. Reporting & Data Platforms,Business Operations,9.01 Customer Data Mgmt,"Manage customer data including hierarchy, profiles, interactions, and identity.",9.01.08 Customer 360 Mgmt,Provide a unified 360-degree view of customer data.
9. Reporting & Data Platforms,Business Operations,9.02 Customer Inventory Mgmt,"Create, update, and manage customer inventory records and access.",9.02.00 Customer Inventory Leader/Management,Management level 2 and above that touch all parts of the L1 capability
9. Reporting & Data Platforms,Business Operations,9.02 Customer Inventory Mgmt,"Create, update, and manage customer inventory records and access.",9.02.01 Inventory Creation,Create and register customer inventory records.
9. Reporting & Data Platforms,Business Operations,9.02 Customer Inventory Mgmt,"Create, update, and manage customer inventory records and access.",9.02.02 Inventory Modification,Update and modify existing customer inventory records.
9. Reporting & Data Platforms,Business Operations,9.02 Customer Inventory Mgmt,"Create, update, and manage customer inventory records and access.",9.02.03 Inventory Access,Provide access to view and manage inventory records.
9. Reporting & Data Platforms,Business Operations,9.03 Status Mgmt,"Track, report, and manage service or customer status across profiles and logs.",9.03.00 Status Leader/Management,Management level 2 and above that touch all parts of the L1 capability
9. Reporting & Data Platforms,Business Operations,9.03 Status Mgmt,"Track, report, and manage service or customer status across profiles and logs.",9.03.01 Status View,Display customer or service status in real time.
9. Reporting & Data Platforms,Business Operations,9.03 Status Mgmt,"Track, report, and manage service or customer status across profiles and logs.",9.03.02 Status Persona Profile Mgmt,Manage persona-specific profiles for status reporting.
9. Reporting & Data Platforms,Business Operations,9.03 Status Mgmt,"Track, report, and manage service or customer status across profiles and logs.",9.03.03 Status Subscriptions,Allow users to subscribe to status updates.
9. Reporting & Data Platforms,Business Operations,9.03 Status Mgmt,"Track, report, and manage service or customer status across profiles and logs.",9.03.04 Status Actions,Enable actions based on service or customer status.
9. Reporting & Data Platforms,Business Operations,9.03 Status Mgmt,"Track, report, and manage service or customer status across profiles and logs.",9.03.05 Status Search,Search for customer or service status across systems.
9. Reporting & Data Platforms,Business Operations,9.03 Status Mgmt,"Track, report, and manage service or customer status across profiles and logs.",9.03.06 Status Reporting,Generate reports based on status information.
9. Reporting & Data Platforms,Business Operations,9.03 Status Mgmt,"Track, report, and manage service or customer status across profiles and logs.",9.03.07 Status Derivation,Derive status from related data sources and inputs.
9. Reporting & Data Platforms,Business Operations,9.03 Status Mgmt,"Track, report, and manage service or customer status across profiles and logs.",9.03.08 Status Logs & History,Maintain logs and history of status changes.
9. Reporting & Data Platforms,Business Operations,9.04 Service Performance Mgmt,"Monitor, analyze, report, and plan for service performance.",9.04.00 Service Performance Leader/Management,Management level 2 and above that touch all parts of the L1 capability
9. Reporting & Data Platforms,Business Operations,9.04 Service Performance Mgmt,"Monitor, analyze, report, and plan for service performance.",9.04.01 Service Performance Monitoring,Monitor service performance metrics continuously.
9. Reporting & Data Platforms,Business Operations,9.04 Service Performance Mgmt,"Monitor, analyze, report, and plan for service performance.",9.04.02 Service Performance Analysis,Analyze service performance data for issues and trends.
9. Reporting & Data Platforms,Business Operations,9.04 Service Performance Mgmt,"Monitor, analyze, report, and plan for service performance.",9.04.03 Reporting and Analytics Operations Performance Reporting,Report service performance to stakeholders.
9. Reporting & Data Platforms,Business Operations,9.04 Service Performance Mgmt,"Monitor, analyze, report, and plan for service performance.",9.04.04 Service Performance Planning,Plan improvements based on service performance insights.
9. Reporting & Data Platforms,Business Commercialization,9.05 Commercial Insights & Analytics,"Generate market, customer, and campaign insights to support growth and GTM.",9.05.00 Commercial Insights & Analytics Leader/Management,Management level 2 and above that touch all parts of the L1 capability
9. Reporting & Data Platforms,Business Commercialization,9.05 Commercial Insights & Analytics,"Generate market, customer, and campaign insights to support growth and GTM.",9.05.01 Market & Usage Data Collection,Collect and manage market and usage data for analysis.
9. Reporting & Data Platforms,Business Commercialization,9.05 Commercial Insights & Analytics,"Generate market, customer, and campaign insights to support growth and GTM.",9.05.02 Customer & Segment Insights,Generate insights into customer segments and behaviors.
9. Reporting & Data Platforms,Business Commercialization,9.05 Commercial Insights & Analytics,"Generate market, customer, and campaign insights to support growth and GTM.",9.05.03 Offer & Pricing Effectiveness Insights (Pre-launch),Analyze offer and pricing effectiveness before launch.
9. Reporting & Data Platforms,Business Commercialization,9.05 Commercial Insights & Analytics,"Generate market, customer, and campaign insights to support growth and GTM.",9.05.04 Promotion & Campaign Impact Analytics,Measure and analyze the impact of promotions and campaigns.
9. Reporting & Data Platforms,Business Commercialization,9.05 Commercial Insights & Analytics,"Generate market, customer, and campaign insights to support growth and GTM.",9.05.05 Growth & Retention Oppty. Identification,Identify opportunities for customer growth and retention.
9. Reporting & Data Platforms,Business Commercialization,9.05 Commercial Insights & Analytics,"Generate market, customer, and campaign insights to support growth and GTM.",9.05.06 Insights Integration into GTM,Integrate insights into go-to-market strategies.
9. Reporting & Data Platforms,Business Commercialization,9.05 Commercial Insights & Analytics,"Generate market, customer, and campaign insights to support growth and GTM.",9.05.07 Data Science & Advanced Analytics,"Apply data science and advanced analytics to generate predictive, prescriptive, and casual insights that inform business strategy & commercialization"
9. Reporting & Data Platforms,Business Commercialization,9.05 Commercial Insights & Analytics,"Generate market, customer, and campaign insights to support growth and GTM.",9.05.08 Experiential Design & Engagement,Create and enhance customer experiences through immersive design and engagement strategies
9. Reporting & Data Platforms,All Bus,9.06 Enterprise Reporting & Analytics,"Generate, manage, and govern business reporting and analytics across data, finance, compliance, IT, and HR domains",9.06.00 Enterprise Reporting  & Analytics Leader / Mgmt,Management level 2 and above that touch all parts of the L1 capability
9. Reporting & Data Platforms,All Bus,9.06 Enterprise Reporting & Analytics,"Generate, manage, and govern business reporting and analytics across data, finance, compliance, IT, and HR domains",9.06.01 Reporting and Analytics Data Management,"Manage data collection, storage, and preparation for reporting"
9. Reporting & Data Platforms,All Bus,9.06 Enterprise Reporting & Analytics,"Generate, manage, and govern business reporting and analytics across data, finance, compliance, IT, and HR domains",9.06.02 Reporting and Analytics Financial Reporting,"Create and manage financial statements, forecasts, and analysis"
9. Reporting & Data Platforms,All Bus,9.06 Enterprise Reporting & Analytics,"Generate, manage, and govern business reporting and analytics across data, finance, compliance, IT, and HR domains",9.06.03 Reporting and Analytics Compliance & Risk Reporting,"Monitor and report on compliance, risk, and regulatory adherence"
9. Reporting & Data Platforms,All Bus,9.06 Enterprise Reporting & Analytics,"Generate, manage, and govern business reporting and analytics across data, finance, compliance, IT, and HR domains",9.06.04 Reporting and Analytics IT & Systems,"Track IT performance, uptime, usage, and system health"
9. Reporting & Data Platforms,All Bus,9.06 Enterprise Reporting & Analytics,"Generate, manage, and govern business reporting and analytics across data, finance, compliance, IT, and HR domains",9.06.05 Reporting and Analytics Payroll & HR,"Report on workforce, payroll, benefits, and HR metrics"
9. Reporting & Data Platforms,All Bus,"9.07 Sensitive Data Management, Reporting, & Analytics","Manage secure collection, reporting, and analysis of sensitive and regulated data","9.07.00 Sensitive Data Management, Reporting & Analytics Leader / Mgmt",Management level 2 and above that touch all parts of the L1 capability
9. Reporting & Data Platforms,All Bus,"9.07 Sensitive Data Management, Reporting, & Analytics","Manage secure collection, reporting, and analysis of sensitive and regulated data","9.07.01 Sensitive Data Management, Reporting & Analytics","Manage secure data collection, reporting, and analytics for sensitive or regulated information"
10. Commercialization,Business Commercialization,10.01 Sales Planning,"Plan sales activities, demand forecasts, and budgeting to guide revenue growth.",10.01.00 Sales Planning Leader/Management,Management level 2 and above that touch all parts of the L1 capability
10. Commercialization,Business Commercialization,10.01 Sales Planning,"Plan sales activities, demand forecasts, and budgeting to guide revenue growth.",10.01.01 Budgeting & Forecasting,Plan sales budgets and forecast future performance.
10. Commercialization,Business Commercialization,10.01 Sales Planning,"Plan sales activities, demand forecasts, and budgeting to guide revenue growth.",10.01.02 Demand Forecasting,Predict customer demand to align sales capacity and planning.
10. Commercialization,Business Commercialization,10.02 Distribution / Channel Strategy,"Define, onboard, and manage partner and channel strategies for market coverage.",10.02.00 Distribution / Channel Strategy Leader/Management,Management level 2 and above that touch all parts of the L1 capability
10. Commercialization,Business Commercialization,10.02 Distribution / Channel Strategy,"Define, onboard, and manage partner and channel strategies for market coverage.",10.02.01 Channel Segmentation & Strategy,Define strategies based on channel segmentation.
10. Commercialization,Business Commercialization,10.02 Distribution / Channel Strategy,"Define, onboard, and manage partner and channel strategies for market coverage.",10.02.02 Partner Onboarding and Enablement,Onboard new partners and provide enablement resources.
10. Commercialization,Business Commercialization,10.02 Distribution / Channel Strategy,"Define, onboard, and manage partner and channel strategies for market coverage.",10.02.03 Partner Accreditation & Training,Certify and train partners for channel readiness.
10. Commercialization,Business Commercialization,10.02 Distribution / Channel Strategy,"Define, onboard, and manage partner and channel strategies for market coverage.",10.02.04 Channel Engagement & Incentives,Engage partners with incentives and engagement programs.
10. Commercialization,Business Commercialization,10.02 Distribution / Channel Strategy,"Define, onboard, and manage partner and channel strategies for market coverage.",10.02.05 Channel Performance Monitoring,Track and report on channel and partner performance.
10. Commercialization,Business Commercialization,10.02 Distribution / Channel Strategy,"Define, onboard, and manage partner and channel strategies for market coverage.",10.02.06 Partner Deactivation / Termination,Manage termination and deactivation of channel partners.
10. Commercialization,Business Commercialization,10.02 Distribution / Channel Strategy,"Define, onboard, and manage partner and channel strategies for market coverage.",10.02.07 Channel Compliance & Governance,Enforce compliance and governance standards across channels.
10. Commercialization,Business Commercialization,10.02 Distribution / Channel Strategy,"Define, onboard, and manage partner and channel strategies for market coverage.",10.02.08 Channel ROI & Optimization,Measure ROI and optimize channel strategies and spend.
10. Commercialization,Business Commercialization,10.02 Distribution / Channel Strategy,"Define, onboard, and manage partner and channel strategies for market coverage.",10.02.09 Compliance & Regulatory Alignment,Ensure channels comply with industry regulations and policies.
10. Commercialization,Business Commercialization,10.03 Wholesale Strategy,"Develop and manage wholesale offerings, pricing, access, and partner engagement.",10.03.00 Wholesale Strategy Leader/Management,Management level 2 and above that touch all parts of the L1 capability
10. Commercialization,Business Commercialization,10.03 Wholesale Strategy,"Develop and manage wholesale offerings, pricing, access, and partner engagement.",10.03.01 Wholesale Offer & Portfolio Strategy,Define and manage wholesale product and offer portfolio.
10. Commercialization,Business Commercialization,10.03 Wholesale Strategy,"Develop and manage wholesale offerings, pricing, access, and partner engagement.",10.03.02 Pricing & Margin Management,Set wholesale pricing models and manage margins.
10. Commercialization,Business Commercialization,10.03 Wholesale Strategy,"Develop and manage wholesale offerings, pricing, access, and partner engagement.",10.03.03 Interconnect & Access Strategy,Plan carrier interconnects and access sourcing strategies.
10. Commercialization,Business Commercialization,10.03 Wholesale Strategy,"Develop and manage wholesale offerings, pricing, access, and partner engagement.",10.03.04 Partner/Carrier Engagement Model,Define engagement approaches with wholesale carriers and partners.
10. Commercialization,Business Commercialization,10.03 Wholesale Strategy,"Develop and manage wholesale offerings, pricing, access, and partner engagement.",10.03.05 Compliance & Regulatory Alignment,Align wholesale operations with telecom regulations.
10. Commercialization,Business Commercialization,10.04 Compensation,"Plan, define, calculate, and reconcile seller and partner compensation.",10.04.00 Compensation Leader/Management,Management level 2 and above that touch all parts of the L1 capability
10. Commercialization,Business Commercialization,10.04 Compensation,"Plan, define, calculate, and reconcile seller and partner compensation.",10.04.01 Compensation Planning & Design,Plan and design compensation structures and models.
10. Commercialization,Business Commercialization,10.04 Compensation,"Plan, define, calculate, and reconcile seller and partner compensation.",10.04.02 Compensation Definition & Build,Define and build detailed compensation programs.
10. Commercialization,Business Commercialization,10.04 Compensation,"Plan, define, calculate, and reconcile seller and partner compensation.",10.04.03 Compensation Credit & Data Submission,Submit and manage compensation credits and supporting data.
10. Commercialization,Business Commercialization,10.04 Compensation,"Plan, define, calculate, and reconcile seller and partner compensation.",10.04.04 Compensation Calculation & Payment,Calculate compensation and process timely payments.
10. Commercialization,Business Commercialization,10.04 Compensation,"Plan, define, calculate, and reconcile seller and partner compensation.",10.04.05 Compensation Governance & Dispute Resolution,Govern compensation processes and resolve disputes.
10. Commercialization,Business Commercialization,10.04 Compensation,"Plan, define, calculate, and reconcile seller and partner compensation.",10.04.06 Compensation Reconciliation,Reconcile compensation records with payments and credits.
10. Commercialization,Business Commercialization,10.04 Compensation,"Plan, define, calculate, and reconcile seller and partner compensation.",10.04.07 Strategic Incentive Alignment,Align compensation incentives with business strategy.
10. Commercialization,Business Commercialization,10.05 Partner & Channel Mgmt,"Manage partner readiness, enablement, governance, and SLA monitoring.",10.05.00 Partner & Channel Leader/Management,Management level 2 and above that touch all parts of the L1 capability
10. Commercialization,Business Commercialization,10.05 Partner & Channel Mgmt,"Manage partner readiness, enablement, governance, and SLA monitoring.",10.05.01 Partner Accreditation Criteria & Training Readiness,Define partner accreditation criteria and training requirements.
10. Commercialization,Business Commercialization,10.05 Partner & Channel Mgmt,"Manage partner readiness, enablement, governance, and SLA monitoring.",10.05.02 Channel Scripting & Guidance,Provide scripting and guidance to support channel activities.
10. Commercialization,Business Commercialization,10.05 Partner & Channel Mgmt,"Manage partner readiness, enablement, governance, and SLA monitoring.",10.05.03 Channel Knowledge Base & Script Readiness,Maintain a knowledge base and scripts for partner use.
10. Commercialization,Business Commercialization,10.05 Partner & Channel Mgmt,"Manage partner readiness, enablement, governance, and SLA monitoring.",10.05.04 Partner SLA Templates & Monitoring Setup,Define SLA templates and establish partner monitoring.
10. Commercialization,Business Commercialization,10.05 Partner & Channel Mgmt,"Manage partner readiness, enablement, governance, and SLA monitoring.",10.05.05 Public Sector Partner Mgmt,Manage and govern relationships with public sector partners.
10. Commercialization,Business Commercialization,10.06 Forecasting,"Forecast sales demand, revenue, and alignment with business plans.",10.06.00 Forecasting Leader/Management,Management level 2 and above that touch all parts of the L1 capability
10. Commercialization,Business Commercialization,10.06 Forecasting,"Forecast sales demand, revenue, and alignment with business plans.",10.06.01 Sales Demand Forecasting,Forecast sales demand across products and markets.
10. Commercialization,Business Commercialization,10.06 Forecasting,"Forecast sales demand, revenue, and alignment with business plans.",10.06.02 Revenue Forecasting,Forecast revenues to align with business objectives.
10. Commercialization,Business Commercialization,10.06 Forecasting,"Forecast sales demand, revenue, and alignment with business plans.",10.06.03 Forecast-to-Plan Alignment,Align forecasts with business plans and targets.
10. Commercialization,Business Commercialization,10.07 Knowledge Mgmt,Create and manage knowledge assets to support sellers and partners.,10.07.00 Knowledge Leader/Management,Management level 2 and above that touch all parts of the L1 capability
10. Commercialization,Business Commercialization,10.07 Knowledge Mgmt,Create and manage knowledge assets to support sellers and partners.,10.07.01 Knowledge Authoring,Create and manage knowledge assets for sellers and partners.
11. Vendor Management,All BUs,11.01 Vendor Strategy & Governance,"Defining vendor strategy, sourcing, onboarding, contracts, and compliance.",11.01.00 Vendor Strategy & Governance Leader/Management,Management level 2 and above that touch all parts of the L1 capability
11. Vendor Management,All BUs,11.01 Vendor Strategy & Governance,"Defining vendor strategy, sourcing, onboarding, contracts, and compliance.",11.01.01 Supplier/Vendor Management Ecosystem Strategy ,Classify vendors and define sourcing approaches
11. Vendor Management,All BUs,11.01 Vendor Strategy & Governance,"Defining vendor strategy, sourcing, onboarding, contracts, and compliance.",11.01.02 Vendor Selection & Qualification,Run RFPs and evaluate technical/commercial fit
11. Vendor Management,All BUs,11.01 Vendor Strategy & Governance,"Defining vendor strategy, sourcing, onboarding, contracts, and compliance.",11.01.03 Due Diligence & Onboarding,"Vet vendor stability, compliance, and onboard"
11. Vendor Management,All BUs,11.01 Vendor Strategy & Governance,"Defining vendor strategy, sourcing, onboarding, contracts, and compliance.",11.01.04 Contracting & Commercials,"Set MSAs, SLAs, pricing, and change governance"
11. Vendor Management,All BUs,11.01 Vendor Strategy & Governance,"Defining vendor strategy, sourcing, onboarding, contracts, and compliance.",11.01.05 Compliance & Risk Mgmt,"Monitor regulatory, ethical, and supply-chain risks"
11. Vendor Management,All BUs,11.02 Vendor Performance & Relationship Mgmt,"Managing vendor delivery, spend, SLAs, and strategic partnerships.",11.02.00 Vendor Performance & Relationship Leader/Management,Management level 2 and above that touch all parts of the L1 capability
11. Vendor Management,All BUs,11.02 Vendor Performance & Relationship Mgmt,"Managing vendor delivery, spend, SLAs, and strategic partnerships.",11.02.01 Delivery & Milestone Mgmt,Track delivery commitments and quality metrics
11. Vendor Management,All BUs,11.02 Vendor Performance & Relationship Mgmt,"Managing vendor delivery, spend, SLAs, and strategic partnerships.",11.02.02 Supplier/Vendor Management Supplier Performance Mgmt ,Monitor SLA adherence and enforce remedies
11. Vendor Management,All BUs,11.02 Vendor Performance & Relationship Mgmt,"Managing vendor delivery, spend, SLAs, and strategic partnerships.",11.02.03 Supplier/Vendor Management PR/PO Creation ,Raise and manage purchase requisitions and purchase orders for vendor engagements
11. Vendor Management,All BUs,11.02 Vendor Performance & Relationship Mgmt,"Managing vendor delivery, spend, SLAs, and strategic partnerships.",11.02.04 Supplier/Vendor Management Invoice Receipt & Payment ,"Process vendor invoices and ensure accurate, timely payments"
11. Vendor Management,All BUs,11.02 Vendor Performance & Relationship Mgmt,"Managing vendor delivery, spend, SLAs, and strategic partnerships.",11.02.05 Supplier/Vendor Management Expense Management ,"Track, control, and report vendor-related expenses against budgets"
11. Vendor Management,All BUs,11.02 Vendor Performance & Relationship Mgmt,"Managing vendor delivery, spend, SLAs, and strategic partnerships.",11.02.06 Relationship & Governance Forums,Run QBRs/JBRs and manage escalations
11. Vendor Management,All BUs,11.02 Vendor Performance & Relationship Mgmt,"Managing vendor delivery, spend, SLAs, and strategic partnerships.",11.02.07 Innovation & Co-Development,Drive joint pilots and roadmap alignment
11. Vendor Management,All BUs,11.03 Vendor Lifecycle & Exit,"Overseeing certification, tooling vendors, renewals, and transitions.",11.03.00 Vendor Lifecycle & Exit Leader/Management,Management level 2 and above that touch all parts of the L1 capability
11. Vendor Management,All BUs,11.03 Vendor Lifecycle & Exit,"Overseeing certification, tooling vendors, renewals, and transitions.",11.03.01 Certification & Interoperability Mgmt,Certify standards compliance and interoperability
11. Vendor Management,All BUs,11.03 Vendor Lifecycle & Exit,"Overseeing certification, tooling vendors, renewals, and transitions.",11.03.02 Tooling & Technology Vendor Mgmt,Govern OSS/BSS and critical tooling vendors
11. Vendor Management,All BUs,11.03 Vendor Lifecycle & Exit,"Overseeing certification, tooling vendors, renewals, and transitions.",11.03.03 Renewal & Continuity Planning,Plan renewals to ensure continuity
11. Vendor Management,All BUs,11.03 Vendor Lifecycle & Exit,"Overseeing certification, tooling vendors, renewals, and transitions.",11.03.04 Transition & Exit Mgmt,Manage offboarding and successor transitions
11. Vendor Management,All BUs,11.03 Vendor Lifecycle & Exit,"Overseeing certification, tooling vendors, renewals, and transitions.","11.03.05 Logistics, Spares & Reverse Supply Mgmt","Oversee spares, repairs, and recycling"
12. Tooling / Tech Support ,All BUs,12.01 Tool Adoption & Training,"Drive adoption of tools by providing onboarding, training, and enablement.",12.01.00 Tool Adoption & Training Leader/Management,Management level 2 and above that touch all parts of the L1 capability
12. Tooling / Tech Support ,All BUs,12.01 Tool Adoption & Training,"Drive adoption of tools by providing onboarding, training, and enablement.",12.01.01 Systems/Tooling Training,Provide onboarding and training for business users on tools.
12. Tooling / Tech Support ,All BUs,12.01 Tool Adoption & Training,"Drive adoption of tools by providing onboarding, training, and enablement.",12.01.02 Tool Usage Guides & Playbooks,Create simple guides and playbooks for tool usage.
12. Tooling / Tech Support ,All BUs,12.01 Tool Adoption & Training,"Drive adoption of tools by providing onboarding, training, and enablement.",12.01.03 Systems/Tooling Change Mgmt/Adoption ,Conduct refresher and advanced enablement workshops.
12. Tooling / Tech Support ,All BUs,12.02 Tool Usage & Configuration Support,"Provide support for day-to-day tool usage, configuration, and troubleshooting.",12.02.00 Tool Usage & Configuration Support Leader/Management,Management level 2 and above that touch all parts of the L1 capability
12. Tooling / Tech Support ,All BUs,12.02 Tool Usage & Configuration Support,"Provide support for day-to-day tool usage, configuration, and troubleshooting.",12.02.01 Dashboard & Report Configuration,Help configure dashboards and reports for business needs.
